a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t
78,202004,24,完成組立　　　　　　　　　　　,,,20200407,4217,㈱不二テクノス,1002101160,02000-84007,FGE-E25QNDBR-2,40,PRC-RCT,購買入庫,F24-4060048,235,1874.69,440553,
78,202004,24,完成組立　　　　　　　　　　　,,,20200407,4217,㈱不二テクノス,1002101160,02000-84009,FGE-E25QND-12,40,PRC-RCT,購買入庫,F24-3220105,99,1807.59,178952,
78,202004,24,完成組立　　　　　　　　　　　,,,20200407,4217,㈱不二テクノス,1002001150,02000-89707,FRE-5QHD-1,40,PRC-RCT,購買入庫,F24-4070003,100,1484.6,148460,
78,202004,24,完成組立　　　　　　　　　　　,,,20200407,4217,㈱不二テクノス,1002001150,02100-26201,FRE-5NHD-4,40,PRC-RCT,購買入庫,F24-4070002,20,1508.59,30172,
78,202004,24,完成組立　　　　　　　　　　　,,,20200407,4217,㈱不二テクノス,1002001150,02100-26201,FRE-5NHD-4,40,PRC-RCT,購買入庫,F24-3290114,100,1489.54,148954,
78,202004,24,完成組立　　　　　　　　　　　,,,20200407,4217,㈱不二テクノス,1002001140,02100-49002,FFE-E1034NWEX-2,40,PRC-RCT,購買入庫,F24-3220212,92,1683.72,154903,
78,202004,24,完成組立　　　　　　　　　　　,,,20200407,4217,㈱不二テクノス,3501503780,04500-20127,DTP-P320QNDN-14,40,PRC-RCT,購買入庫,F24-3290201,3622,195.67,708717,
78,202004,24,完成組立　　　　　　　　　　　,,,20200407,4217,㈱不二テクノス,3505003940,04500-21414,TDP-P320QND-21,40,PRC-RCT,購買入庫,F24-3220270,240,306.88,73652,
78,202004,24,完成組立　　　　　　　　　　　,,,20200407,4217,㈱不二テクノス,3505003940,04500-21414,TDP-P320QND-21,40,PRC-RCT,購買入庫,F24-4060064,30,286.33,8590,
78,202004,24,完成組立　　　　　　　　　　　,,,20200407,4217,㈱不二テクノス,3505003940,04500-24611,TDP-P320QND-27,40,PRC-RCT,購買入庫,F24-3230077,1378,292.48,403038,
78,202004,24,完成組立　　　　　　　　　　　,,,20200407,4217,㈱不二テクノス,3505003940,04500-24611,TDP-P320QND-27,40,PRC-RCT,購買入庫,F24-4060065,62,271.93,16860,
78,202004,24,完成組立　　　　　　　　　　　,,,20200407,4217,㈱不二テクノス,3501503780,04500-29110,DTP-P320QDKT-1,40,PRC-RCT,購買入庫,F24-3220289,2700,206.2,556740,
78,202004,24,完成組立　　　　　　　　　　　,,,20200407,4217,㈱不二テクノス,2004402980,06000-15104,RBS-QPKND-5,40,PRC-RCT,購買入庫,F24-3220305,30,1193.12,35794,
78,202004,24,完成組立　　　　　　　　　　　,,,20200407,4217,㈱不二テクノス,2004402980,06000-40702,RAS-QPKND-18,40,PRC-RCT,購買入庫,F24-3220331,570,1390.03,792318,
78,202004,24,完成組立　　　　　　　　　　　,,,20200407,4217,㈱不二テクノス,2002702640,06000-40907,ACS-BPMD-9,40,PRC-RCT,購買入庫,F24-3290221,1172,429.03,502824,
78,202004,24,完成組立　　　　　　　　　　　,,,20200407,4217,㈱不二テクノス,2002702640,06000-40908,ACS-BPMD-10,40,PRC-RCT,購買入庫,F24-3290222,1193,512.58,611508,
78,202004,24,完成組立　　　　　　　　　　　,,,20200407,4217,㈱不二テクノス,2004502990,06000-46608,APS-BKG-2,40,PRC-RCT,購買入庫,F24-3290231,2000,335.65,671300,
78,202004,24,完成組立　　　　　　　　　　　,,,20200407,4217,㈱不二テクノス,2006101000,06000-52502,VBS-QPLADG-2,40,PRC-RCT,購買入庫,F24-3220371,1000,1349.83,1349830,
78,202004,24,完成組立　　　　　　　　　　　,,,20200407,4217,㈱不二テクノス,2006301000,06000-58901,RFS-QPKSM-1,40,PRC-RCT,購買入庫,F24-3290239,210,2003.59,420754,
78,202004,24,完成組立　　　　　　　　　　　,,,20200407,4217,㈱不二テクノス,2006701000,06000-62001,RCS-B020DAND-1,40,PRC-RCT,購買入庫,F24-3220397,420,1564.27,656994,
78,202004,24,完成組立　　　　　　　　　　　,,,20200407,4217,㈱不二テクノス,2006101000,06000-64701,VBS-P030PAFKS-2,40,PRC-RCT,購買入庫,F24-3220405,800,1738.51,1390808,
78,202004,24,完成組立　　　　　　　　　　　,,,20200407,4217,㈱不二テクノス,2002102630,06000R13614,BAS-QF3SM-2R,40,PRC-RCT,購買入庫,F24-3220410,120,2359.35,283122,
78,202004,24,完成組立　　　　　　　　　　　,,,20200407,4217,㈱不二テクノス,2001902540,06000R37606,AMS-B24BHD-1R,40,PRC-RCT,購買入庫,F24-3290251,698,397.04,277134,
78,202004,24,完成組立　　　　　　　　　　　,,,20200407,4217,㈱不二テクノス,1002201180,22000-10809,FWE-E1034HW,40,PRC-RCT,購買入庫,F24-3220553,237,2062.13,488725,
78,202004,24,完成組立　　　　　　　　　　　,,,20200407,4217,㈱不二テクノス,5601005310,51000-12602,PND-Q25200DQ-1,40,PRC-RCT,購買入庫,F24-3220849,300,461.02,138306,
78,202004,24,完成組立　　　　　　　　　　　,,,20200407,4217,㈱不二テクノス,9501007260,B2011-00221H,CE-LID-H0022,40,PRC-RCT,購買入庫,F24-3220901,40000,16.07,642800,
78,202004,24,完成組立　　　　　　　　　　　,,,20200407,4217,㈱不二テクノス,9501007260,B2011-00221H,CE-LID-H0022,40,PRC-RCT,購買入庫,F24-3310483,500,16.07,8035,
78,202004,24,完成組立　　　　　　　　　　　,,,20200407,4217,㈱不二テクノス,9504401000,B6010-12610S,BS-COIL/A-S1261,40,PRC-RCT,購買入庫,F24-3290517,300,345.25,103575,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,1002101160,02000-91916,FGE-E25QND-15,40,PRC-RCT,購買入庫,F24-3260164,160,1859.51,297522,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,1002001140,02000R77602,FFE-E10QTP-3R,40,PRC-RCT,購買入庫,F24-4070060,100,1686.93,168693,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,1002201190,02100-20403,FSE-E1534GW,40,PRC-RCT,購買入庫,F24-4080004,100,1803.18,180318,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,1002001140,02100-49002,FFE-E1034NWEX-2,40,PRC-RCT,購買入庫,F24-3220212,58,1683.72,97656,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,1002201190,02100-61207,FSE-E1034TW,40,PRC-RCT,購買入庫,F24-4070061,40,1789.01,71561,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,1002201190,02100-61212,FSE-E2045TW,40,PRC-RCT,購買入庫,F24-4070062,10,1814.24,18143,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,1002201190,02100-61213,FSE-E2545TW,40,PRC-RCT,購買入庫,F24-4070063,9,1814.24,16329,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,1002201190,02100-61214,FSE-E3045TW,40,PRC-RCT,購買入庫,F24-4070064,7,1814.24,12700,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,3501503780,04500-20101,DTP-P320QND-14,40,PRC-RCT,購買入庫,F24-3260174,4337,195.67,848621,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,3501503780,04500-20127,DTP-P320QNDN-14,40,PRC-RCT,購買入庫,F24-3290201,4306,195.67,842556,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,3505003940,04500-24615,TDP-P320QND-30,40,PRC-RCT,購買入庫,F24-3220282,713,307.83,219483,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,3505003940,04500-27210,TDP-P320QFKT-5,40,PRC-RCT,購買入庫,F24-3230078,1200,309.97,371964,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,3505003940,04500-27210,TDP-P320QFKT-5,40,PRC-RCT,購買入庫,F24-4070068,26,290.72,7559,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,3501503780,04500-29110,DTP-P320QDKT-1,40,PRC-RCT,購買入庫,F24-3220289,2100,206.2,433020,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,2001902540,06000-37609,AMS-B24BHDU-1,40,PRC-RCT,購買入庫,F24-3290217,100,403.85,40385,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,2001902540,06000-37611,AMS-B20STP-1,40,PRC-RCT,購買入庫,F24-3290218,492,410.84,202134,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,2002702640,06000-40907,ACS-BPMD-9,40,PRC-RCT,購買入庫,F24-3290221,1167,429.03,500679,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,2002702640,06000-40908,ACS-BPMD-10,40,PRC-RCT,購買入庫,F24-3290222,1186,512.58,607920,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,2004502990,06000-46608,APS-BKG-2,40,PRC-RCT,購買入庫,F24-3290231,2000,335.65,671300,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,2001201000,06000-52303,AUS-QY3SSY-2,40,PRC-RCT,購買入庫,F24-3220368,197,1865.33,367471,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,2006101000,06000-52502,VBS-QPLADG-2,40,PRC-RCT,購買入庫,F24-3290237,900,1349.83,1214847,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,2006101000,06000-52502,VBS-QPLADG-2,40,PRC-RCT,購買入庫,F24-3220371,100,1349.83,134983,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,2004402980,06000-53101,RBS-QPKND-51,40,PRC-RCT,購買入庫,F24-3220372,37,1263.07,46734,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,2001201000,06000-54101,AUS-GY3MD-1,40,PRC-RCT,購買入庫,F24-3220375,100,1519.53,151953,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,2006301000,06000-58901,RFS-QPKSM-1,40,PRC-RCT,購買入庫,F24-3290239,210,2003.59,420754,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,2006701000,06000-62001,RCS-B020DAND-1,40,PRC-RCT,購買入庫,F24-3220397,420,1564.27,656994,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,2005703000,06000-62401,RUS-B112PAND-1,40,PRC-RCT,購買入庫,F24-3220400,408,2295.86,936711,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,2006101000,06000-64701,VBS-P030PAFKS-2,40,PRC-RCT,購買入庫,F24-3220405,800,1738.51,1390808,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,2001902540,06000R37605,AMS-B20SHD-1R,40,PRC-RCT,購買入庫,F24-3290250,200,410.72,82144,
82,202004,12,部品　　　　　　　　　　　　　,F6061,生産管理グループ,20200408,4217,㈱不二テクノス,2005701000,06010-19911,ｺｲﾙｿｳｸﾐﾀﾃRUS2-BMW,40,PRC-RCT,購買入庫,U12-1130164,450,436.67,196502,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,8001006790,07000-60304,HSF-4811,40,PRC-RCT,購買入庫,F24-3220442,24,8209.15,197020,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,8001006790,07000-60305,HSF-4813,40,PRC-RCT,購買入庫,F24-3220443,24,8209.15,197020,
82,202004,12,部品　　　　　　　　　　　　　,F6061,生産管理グループ,20200408,4217,㈱不二テクノス,2001201000,07000-92301J,3/8ｽﾄﾚｰﾅNｸﾐﾀﾃ,40,PRC-RCT,購買入庫,U12-3270110,131,118.14,15477,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,8008007000,07000-92902,FUP-179TC-1,40,PRC-RCT,購買入庫,F24-3220476,200,739.15,147830,
82,202004,12,部品　　　　　　　　　　　　　,F6061,生産管理グループ,20200408,4217,㈱不二テクノス,5408351000,08121-21740,ﾎﾝﾀｲPGM-ND2,40,PRC-RCT,購買入庫,U12-3300008,1280,396.64,507700,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,2002102630,26000-00103,BAS-RF3-100,40,PRC-RCT,購買入庫,F24-3310248,120,2343.6,281232,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,2002102630,26000R00111,BAS-RF3-D12R,40,PRC-RCT,購買入庫,F24-3310249,270,2352,635040,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,5601005310,51000-12602,PND-Q25200DQ-1,40,PRC-RCT,購買入庫,F24-3220849,300,461.02,138306,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,9501007260,B2020-02310H,CE-S/A-H0231,40,PRC-RCT,購買入庫,F24-3220906,6000,16.54,99240,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,9501007250,B2041-51730H,CE-BODY-H5173,40,PRC-RCT,購買入庫,F24-4070013,8000,192.87,1542960,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,9504401000,B6010-12620S,BS-COIL/A-S1262,40,PRC-RCT,購買入庫,F24-3220924,1000,360.87,360870,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,9504401000,B6113-00910S,BS-HOLDER-S0091,40,PRC-RCT,購買入庫,F24-3220934,1000,16.46,16460,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,9504401000,B6161-10310S,BS-B/O-S1031,40,PRC-RCT,購買入庫,F24-3290539,60,459.69,27582,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,9504401000,B6161-11810S,BS-B/O-S1181,40,PRC-RCT,購買入庫,F24-3220938,120,292.74,35129,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,9504401000,B6161-11910S,BS-B/O-S1191,40,PRC-RCT,購買入庫,F24-3220939,420,397.74,167051,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,9504401000,B6161-13520S,BS-B/O-S1352,40,PRC-RCT,購買入庫,F24-3220940,240,425.04,102010,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,9504401000,B6161-13610S,BS-B/O-S1361,40,PRC-RCT,購買入庫,F24-3220941,120,414.54,49745,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,9504401000,B6202-00710S,BS-PLATE-S0071,40,PRC-RCT,購買入庫,F24-3220942,3000,31.18,93540,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,9504401000,B6202-00720S,BS-PLATE-S0072,40,PRC-RCT,購買入庫,F24-3220943,3200,33.81,108192,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,9504401000,B6202-00720S,BS-PLATE-S0072,40,PRC-RCT,購買入庫,F24-3290542,1200,33.81,40572,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,9504401000,B9024-01932S,BS-CAP-S0193,40,PRC-RCT,購買入庫,F24-3290563,4000,2.9,11600,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,9504401000,B9024-01952S,BS-CAP-S0195,40,PRC-RCT,購買入庫,F24-3220966,1000,3.74,3740,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,9504401000,B9110-00410S,BS-STNR/A-S0041,40,PRC-RCT,購買入庫,F24-3221003,2000,66.15,132300,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,9504401000,B9110-00410S,BS-STNR/A-S0041,40,PRC-RCT,購買入庫,F24-3290624,2000,66.15,132300,
78,202004,24,完成組立　　　　　　　　　　　,,,20200408,4217,㈱不二テクノス,9504401000,B9110-01420S,BS-STNR/A-S0142,40,PRC-RCT,購買入庫,F24-3221004,1600,111.13,177808,
78,202004,24,完成組立　　　　　　　　　　　,,,20200409,4217,㈱不二テクノス,1002201180,02000-65604,FWE-E1534NW,40,PRC-RCT,購買入庫,F24-3220086,66,2066.83,136411,
78,202004,24,完成組立　　　　　　　　　　　,,,20200409,4217,㈱不二テクノス,1002101160,02000-84010,FGE-E25QND-13,40,PRC-RCT,購買入庫,F24-4080064,94,1832.33,172240,
78,202004,24,完成組立　　　　　　　　　　　,,,20200409,4217,㈱不二テクノス,1002101160,02000-91912,FGE-E25QNDN-3,40,PRC-RCT,購買入庫,F24-4090003,120,1893.58,227230,
78,202004,24,完成組立　　　　　　　　　　　,,,20200409,4217,㈱不二テクノス,1002101160,02000-91916,FGE-E25QND-15,40,PRC-RCT,購買入庫,F24-3260164,90,1859.51,167356,
78,202004,24,完成組立　　　　　　　　　　　,,,20200409,4217,㈱不二テクノス,1001501090,02000R35909,CBE-10QSM-1R,40,PRC-RCT,購買入庫,F24-4090028,60,673.05,40383,
78,202004,24,完成組立　　　　　　　　　　　,,,20200409,4217,㈱不二テクノス,1002001140,02000R77702,FFE-E10NTP-3R,40,PRC-RCT,購買入庫,F24-3220140,50,1671.76,83588,
78,202004,24,完成組立　　　　　　　　　　　,,,20200409,4217,㈱不二テクノス,1002001140,02000R77703,FFE-E5NTP-4R,40,PRC-RCT,購買入庫,F24-3290072,48,1768.6,84893,
78,202004,24,完成組立　　　　　　　　　　　,,,20200409,4217,㈱不二テクノス,3008003430,04000-03701,VFP-RF606HD-1,40,PRC-RCT,購買入庫,F24-4050095,10,3393.91,33940,
78,202004,24,完成組立　　　　　　　　　　　,,,20200409,4217,㈱不二テクノス,3008003430,04000R01801,VFP-F606R,40,PRC-RCT,購買入庫,F24-3310206,28,3371.37,94399,
78,202004,24,完成組立　　　　　　　　　　　,,,20200409,4217,㈱不二テクノス,3008003430,04000R02701,VFP-RF606HM-1R,40,PRC-RCT,購買入庫,F24-4050096,24,3312.09,79491,
78,202004,24,完成組立　　　　　　　　　　　,,,20200409,4217,㈱不二テクノス,3501503780,04500-20101,DTP-P320QND-14,40,PRC-RCT,購買入庫,F24-3260174,9367,195.67,1832841,
78,202004,24,完成組立　　　　　　　　　　　,,,20200409,4217,㈱不二テクノス,3505003940,04500-24615,TDP-P320QND-30,40,PRC-RCT,購買入庫,F24-3220282,3433,307.83,1056781,
78,202004,24,完成組立　　　　　　　　　　　,,,20200409,4217,㈱不二テクノス,2004402980,06000-22603,RCS-P020DBND-1,40,PRC-RCT,購買入庫,F24-3220311,180,1562.34,281222,
78,202004,24,完成組立　　　　　　　　　　　,,,20200409,4217,㈱不二テクノス,2004402980,06000-26204,RBS-P020DBZC-1,40,PRC-RCT,購買入庫,F24-3270020,180,1240.3,223254,
78,202004,24,完成組立　　　　　　　　　　　,,,20200409,4217,㈱不二テクノス,2004402980,06000-40702,RAS-QPKND-18,40,PRC-RCT,購買入庫,F24-3290220,210,1390.03,291907,
